City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
381,Micco,US,2021-04-11 20:16:52,27.8806,-80.5003,66.0,90,100,26.37
382,Nanortalik,GL,2021-04-11 20:16:04,60.1432,-45.2371,37.89,59,0,5.66
383,Ormara,PK,2021-04-11 20:16:53,25.2088,64.6357,79.45,72,0,15.55
384,Katiola,CI,2021-04-11 20:16:07,8.1333,-5.1,84.2,70,40,4.61
385,Kingsport,US,2021-04-11 20:12:20,36.5484,-82.5618,69.01,32,40,20.71
386,Coolum Beach,AU,2021-04-11 20:16:53,-26.5333,153.1,55.99,59,1,11.59
387,Zyryanka,RU,2021-04-11 20:12:15,65.75,150.85,-24.39,100,100,0.89
388,Neyvo-Shaytanskiy,RU,2021-04-11 20:16:54,57.7286,61.2496,46.74,92,100,6.69
389,Qaqortoq,GL,2021-04-11 20:16:55,60.7167,-46.0333,51.8,25,0,13.8
390,Chase,CA,2021-04-11 20:16:55,50.8165,-119.6857,48.2,29,97,4.61
391,Portland,US,2021-04-11 20:14:38,45.5234,-122.6762,55.0,37,20,6.91
392,Wanning,CN,2021-04-11 20:16:55,18.8003,110.3967,74.08,84,87,1.88
393,Mayumba,GA,2021-04-11 20:15:13,-3.432,10.6554,81.0,84,74,2.62
394,Antalaha,MG,2021-04-11 20:16:56,-14.9003,50.2788,74.98,87,100,6.02
395,Esil,KZ,2021-04-11 20:16:56,51.9556,66.4042,30.06,97,24,6.42
396,Pathein,MM,2021-04-11 20:15:07,16.7833,94.7333,78.33,82,59,5.5
397,Vao,NC,2021-04-11 20:06:14,-22.6667,167.4833,75.69,78,40,6.69
398,Borgarnes,IS,2021-04-11 20:16:57,64.5383,-21.9206,37.99,85,100,15.01
399,Bhag,PK,2021-04-11 20:16:57,29.0415,67.8239,88.18,8,18,6.55
400,Denpasar,ID,2021-04-11 20:15:25,-8.65,115.2167,80.6,89,20,3.44
401,Praia Da Vitoria,PT,2021-04-11 20:11:54,38.7333,-27.0667,66.2,77,20,9.37
402,Derzhavinsk,KZ,2021-04-11 20:16:58,51.1,66.3167,29.93,95,24,8.48
403,Solhan,TR,2021-04-11 20:16:58,38.9634,41.0293,38.32,87,89,2.75
404,Santa Vitoria,BR,2021-04-11 20:16:59,-18.8386,-50.1214,87.8,25,0,2.8
405,Yaring,TH,2021-04-11 20:16:59,6.8662,101.3689,78.58,83,6,7.67
406,Maragogi,BR,2021-04-11 20:17:00,-9.0122,-35.2225,78.03,85,100,9.48
407,Nelson Bay,AU,2021-04-11 20:16:24,-32.7167,152.15,51.01,66,1,10.36
408,Wewak,PG,2021-04-11 20:17:00,-3.5534,143.6268,76.17,89,100,7.58
409,Zinder,NE,2021-04-11 20:17:00,13.8072,8.9881,87.62,7,67,11.52
410,Los Llanos De Aridane,ES,2021-04-11 20:15:34,28.6585,-17.9182,68.0,77,20,1.52
411,Pinotepa Nacional,MX,2021-04-11 20:17:01,16.3167,-98.0167,90.79,37,0,12.28
412,Quirinopolis,BR,2021-04-11 20:17:02,-18.4483,-50.4517,86.81,27,0,0.67
413,Libreville,GA,2021-04-11 20:17:02,0.3925,9.4537,77.0,88,20,5.75
414,Aykhal,RU,2021-04-11 20:12:33,66.0,111.5,-5.37,94,78,4.94
415,Vila Do Maio,CV,2021-04-11 20:17:03,15.1333,-23.2167,75.2,53,0,21.85
416,Nikolayevsk-Na-Amure,RU,2021-04-11 20:17:04,53.1406,140.73,24.48,69,100,11.5
417,Progreso,MX,2021-04-11 20:17:04,21.2833,-89.6667,104.0,31,40,6.91
418,Port Hardy,CA,2021-04-11 20:08:22,50.6996,-127.4199,44.6,45,20,13.8
419,Tessalit,ML,2021-04-11 20:17:05,20.1986,1.0114,90.72,8,4,7.56
420,Anadyr,RU,2021-04-11 20:16:26,64.75,177.4833,-4.0,77,100,29.08
421,Palasa,IN,2021-04-11 20:17:05,18.7667,84.4167,76.53,91,6,6.98
422,Abong Mbang,CM,2021-04-11 20:17:05,3.9833,13.1833,66.74,97,100,3.67
423,Matane,CA,2021-04-11 20:17:06,48.8286,-67.522,48.2,93,100,4.61
424,Nabire,ID,2021-04-11 20:17:06,-3.3667,135.4833,73.94,90,42,3.91
425,Leningradskiy,RU,2021-04-11 20:16:23,69.3833,178.4167,-12.41,91,12,5.44
426,Hutchinson,US,2021-04-11 20:15:45,38.0608,-97.9298,82.4,14,1,17.27
427,Yerbogachen,RU,2021-04-11 20:16:15,61.2767,108.0108,4.37,97,73,2.75
428,Ryugasaki,JP,2021-04-11 20:17:07,35.9,140.1833,55.0,87,20,3.44
429,Mildura,AU,2021-04-11 20:17:07,-34.2,142.15,41.0,75,0,3.44
430,Chimore,BO,2021-04-11 20:17:07,-16.9833,-65.1333,79.5,90,80,2.04
431,Kununurra,AU,2021-04-11 20:17:07,-15.7667,128.7333,73.4,100,90,2.95
432,Toba,JP,2021-04-11 20:15:12,34.4833,136.85,50.0,76,40,4.61
433,Harper,LR,2021-04-11 20:17:08,4.375,-7.7169,81.52,80,20,9.86
434,Trairi,BR,2021-04-11 20:17:08,-3.2778,-39.2689,81.52,77,98,10.18
435,Victor Harbor,AU,2021-04-11 20:17:09,-35.5667,138.6167,54.0,73,100,6.29
436,Jumla,NP,2021-04-11 20:17:09,29.2747,82.1838,43.34,30,0,4.99
437,Lasa,IT,2021-04-11 20:07:00,46.6166,10.7002,48.99,93,75,6.91
438,Te Anau,NZ,2021-04-11 20:14:11,-45.4167,167.7167,48.51,94,63,1.28
439,Kargat,RU,2021-04-11 20:17:10,55.1956,80.2811,31.93,94,100,5.41
440,Fort Nelson,CA,2021-04-11 20:12:22,58.8053,-122.7002,23.0,39,20,11.5
441,Bezhetsk,RU,2021-04-11 20:17:10,57.7851,36.6965,42.26,91,100,7.23
442,Valdez,EC,2021-04-11 20:17:11,1.2492,-78.9831,80.69,76,100,6.62
443,Kangaatsiaq,GL,2021-04-11 20:17:11,68.3065,-53.4641,30.97,79,100,8.79
444,Hastings,GB,2021-04-11 20:17:12,50.8552,0.5729,39.0,78,76,1.99
445,Manono,CD,2021-04-11 20:17:12,-7.3,27.4167,69.57,93,100,4.12
446,Rahon,IN,2021-04-11 20:17:13,31.05,76.1167,76.03,16,73,5.46
447,Lesnoy,RU,2021-04-11 20:17:13,57.6198,63.0784,45.48,94,100,7.11
448,Lata,PT,2021-04-11 20:15:42,40.1629,-8.3327,57.99,86,23,1.48
449,Flinders,AU,2021-04-11 20:10:53,-34.5833,150.8552,50.0,50,6,13.8
450,Sarakhs,IR,2021-04-11 20:17:14,36.5449,61.1577,69.8,28,23,4.61
451,Durazno,UY,2021-04-11 20:17:14,-33.4131,-56.5006,64.4,82,75,18.41
452,General Pico,AR,2021-04-11 20:17:15,-35.6566,-63.7568,71.01,47,0,5.46
453,Morehead,US,2021-04-11 20:17:15,37.2711,-87.1764,70.0,28,1,17.27
454,Sakakah,SA,2021-04-11 20:17:16,29.9697,40.2064,59.0,25,0,3.44
455,Luganville,VU,2021-04-11 20:17:16,-15.5333,167.1667,76.68,84,87,0.49
456,Hofn,IS,2021-04-11 20:08:00,64.2539,-15.2082,37.94,95,100,10.96
457,Husavik,IS,2021-04-11 20:16:26,66.0449,-17.3389,35.6,75,90,6.91
458,Kolokani,ML,2021-04-11 20:17:17,13.5728,-8.0339,90.93,7,0,10.11
459,Martaban,MM,2021-04-11 20:17:17,16.5314,97.6111,79.61,77,90,1.16
460,Eyl,SO,2021-04-11 20:14:41,7.9803,49.8164,80.04,69,53,8.5
461,Cockburn Town,TC,2021-04-11 20:17:18,21.4612,-71.1419,78.8,61,40,13.8
462,Njinikom,CM,2021-04-11 20:17:18,6.2333,10.2833,63.84,90,100,3.38
463,Comodoro Rivadavia,AR,2021-04-11 20:12:33,-45.8667,-67.5,73.4,43,75,18.41
464,Aban,RU,2021-04-11 20:17:19,56.67,96.06,31.93,97,100,10.16
465,Monteagudo,BO,2021-04-11 20:17:19,-19.8167,-63.9833,69.8,88,90,7.27
466,Lodwar,KE,2021-04-11 20:17:19,3.1191,35.5973,86.07,45,53,21.74
467,Tsumeb,NA,2021-04-11 20:17:20,-19.2333,17.7167,65.86,40,3,10.67
468,Estelle,US,2021-04-11 20:12:21,29.8458,-90.1067,80.01,41,75,4.61
469,Bairiki,KI,2021-04-11 20:17:20,1.3292,172.9752,82.4,78,75,4.61
470,Constitucion,CL,2021-04-11 20:15:14,-35.3333,-72.4167,68.2,54,0,18.54
471,Shakhovskaya,RU,2021-04-11 20:17:21,56.0283,35.5097,45.81,74,8,6.53
472,Raudeberg,NO,2021-04-11 20:14:19,61.9875,5.1352,39.0,80,7,15.43
473,Ngozi,BI,2021-04-11 20:17:22,-2.9075,29.8306,55.56,96,23,1.19
474,Bestobe,KZ,2021-04-11 20:17:22,52.4994,73.0975,32.61,94,100,2.77
475,Rongcheng,CN,2021-04-11 20:13:39,30.634,117.8517,56.77,98,100,0.47
476,Akdagmadeni,TR,2021-04-11 20:17:22,39.6603,35.8836,29.53,96,100,2.35
477,Arlit,NE,2021-04-11 20:14:17,18.7369,7.3853,89.83,6,0,10.69
478,Katobu,ID,2021-04-11 20:17:23,-4.9408,122.5276,73.63,91,14,1.5
479,Huilong,CN,2021-04-11 20:17:23,31.8111,121.655,62.01,99,100,1.99
480,Kupang,ID,2021-04-11 20:14:21,-10.1667,123.5833,76.23,88,73,1.83
481,Port Hedland,AU,2021-04-11 20:15:58,-20.3167,118.5667,78.8,94,40,4.61
482,Zhigansk,RU,2021-04-11 20:08:04,66.7697,123.3711,-3.73,99,26,11.48
483,Araouane,ML,2021-04-11 20:17:24,18.9048,-3.5265,92.14,8,0,8.12
484,Port Moresby,PG,2021-04-11 20:17:24,-9.4431,147.1797,73.4,94,40,5.75
485,Garowe,SO,2021-04-11 20:08:51,8.4054,48.4845,73.92,72,58,13.33
486,Dandong,CN,2021-04-11 20:17:25,40.1292,124.3947,49.17,58,100,3.96
487,Coquimbo,CL,2021-04-11 20:12:54,-29.9533,-71.3436,60.8,77,20,14.97
488,Pindwara,IN,2021-04-11 20:17:26,24.8,73.0667,80.37,10,5,0.76
489,Port Blair,IN,2021-04-11 20:15:08,11.6667,92.75,81.79,77,100,4.52
490,Labuan,MY,2021-04-11 20:17:26,5.2767,115.2417,75.2,100,20,5.1
491,San Ramon,US,2021-04-11 20:15:01,37.7799,-121.978,75.0,30,1,3.44
492,Tulsipur,NP,2021-04-11 20:17:27,28.131,82.2973,68.45,12,0,7.09
493,Vanimo,PG,2021-04-11 20:12:19,-2.6741,141.3028,78.17,88,100,6.4
494,Suicheng,CN,2021-04-11 20:17:27,33.8963,117.9331,54.0,97,100,3.87
495,Srednekolymsk,RU,2021-04-11 20:16:41,67.45,153.6833,-25.91,100,100,1.34
496,Jardim,BR,2021-04-11 20:12:57,-21.4803,-56.1381,86.47,46,100,1.45
497,Boende,CD,2021-04-11 20:17:28,-0.2167,20.8667,66.83,98,100,2.26
498,Chicama,PE,2021-04-11 20:16:54,-7.8447,-79.1469,69.8,83,20,10.36
499,San Quintin,MX,2021-04-11 20:17:28,30.4833,-115.95,63.55,66,47,12.19
500,Owando,CG,2021-04-11 20:15:24,-0.4819,15.8999,72.01,95,77,2.28
501,Junction City,US,2021-04-11 20:17:29,39.0286,-96.8314,75.2,27,1,14.97
502,Luwingu,ZM,2021-04-11 20:17:29,-10.2621,29.9271,61.54,96,89,4.52
503,Zanjan,IR,2021-04-11 20:17:30,36.6736,48.4787,53.85,31,63,6.11
504,Imperia,IT,2021-04-11 20:16:11,43.9667,7.7833,55.99,76,0,4.61
505,Firozabad,IN,2021-04-11 20:17:30,27.15,78.4167,84.15,7,0,1.9
506,Pingzhuang,CN,2021-04-11 20:17:31,42.0372,119.2889,46.08,66,5,11.01
507,Valdivia,CL,2021-04-11 20:17:31,-39.8142,-73.2459,66.2,68,75,3.44
508,Avera,US,2021-04-11 20:15:42,33.194,-82.5271,77.0,64,75,10.36
509,Morros,BR,2021-04-11 20:17:32,-9.4467,-46.3003,84.24,55,100,2.91
510,Santa Luzia,BR,2021-04-11 20:17:33,-19.7697,-43.8514,80.6,41,0,3.44
511,Sinjar,IQ,2021-04-11 20:17:33,36.3209,41.8754,52.56,44,9,4.07
512,Tevaitoa,PF,2021-04-11 20:17:33,-16.7833,-151.5,81.84,75,100,12.28
513,Goderich,CA,2021-04-11 20:15:11,43.7501,-81.7165,59.0,72,98,6.91
514,Bahia Blanca,AR,2021-04-11 20:17:34,-38.7196,-62.2724,72.43,34,0,5.82
515,Toamasina,MG,2021-04-11 20:17:35,-18.1667,49.3833,75.2,100,75,3.44
516,Singaparna,ID,2021-04-11 20:17:35,-7.3515,108.111,71.71,96,87,0.76
517,Pacific Grove,US,2021-04-11 20:11:35,36.6177,-121.9166,57.2,62,40,10.36
518,Tambura,SS,2021-04-11 20:17:36,5.6,27.4667,77.25,60,98,3.83
519,Skarzysko-Kamienna,PL,2021-04-11 20:14:39,51.1131,20.8716,55.99,44,100,4.0
520,San Miguel,SV,2021-04-11 20:13:13,13.4833,-88.1833,99.88,31,6,4.9
521,Knysna,ZA,2021-04-11 20:17:36,-34.0363,23.0471,57.2,100,90,4.61
522,Santa Rosa,PH,2021-04-11 20:12:57,14.3122,121.1114,79.0,73,20,5.75
523,Vuktyl,RU,2021-04-11 20:17:37,63.8567,57.3094,34.23,81,7,11.95
524,Guerrero Negro,MX,2021-04-11 20:17:37,27.9769,-114.0611,67.5,57,97,14.32
525,Broome,US,2021-04-11 20:17:37,42.2506,-75.833,62.01,94,90,11.5
526,Eureka,US,2021-04-11 20:17:38,40.8021,-124.1637,59.0,60,0,8.99
527,Jacqueville,CI,2021-04-11 20:17:38,5.2052,-4.4146,84.2,84,20,8.05
528,Alice Springs,AU,2021-04-11 20:12:08,-23.7,133.8833,52.0,87,51,3.44
529,Acarau,BR,2021-04-11 20:15:24,-2.8856,-40.12,81.07,79,100,12.59
530,Klaksvik,FO,2021-04-11 20:15:38,62.2266,-6.589,32.0,74,77,2.3
531,Falun,SE,2021-04-11 20:17:39,60.6036,15.626,37.99,75,90,12.66
532,Bukachacha,RU,2021-04-11 20:14:48,52.9833,116.9167,11.71,53,6,4.79
533,Cartagena,CO,2021-04-11 20:17:39,10.3997,-75.5144,87.8,70,40,9.22
534,Ayr,GB,2021-04-11 20:17:40,55.4627,-4.6339,37.4,70,40,5.75
535,Ambilobe,MG,2021-04-11 20:17:40,-13.2,49.05,74.26,91,90,2.01
536,Great Yarmouth,GB,2021-04-11 20:17:16,52.6083,1.7305,36.0,80,79,5.75
537,Taitung,TW,2021-04-11 20:17:41,22.7583,121.1444,71.67,82,15,4.12
538,Marzuq,YE,2021-04-11 20:16:43,14.4,46.4667,66.94,65,3,6.71
539,Asyut,EG,2021-04-11 20:16:54,27.181,31.1837,60.8,48,0,11.5
540,Saint-Leu,RE,2021-04-11 20:17:42,-21.15,55.2833,78.8,73,0,5.75
541,Shakawe,BW,2021-04-11 20:17:42,-18.3667,21.85,66.67,45,16,4.94
542,Morgan City,US,2021-04-11 20:14:03,29.6994,-91.2068,81.0,41,1,4.61
543,Tecoanapa,MX,2021-04-11 20:13:19,16.5167,-98.75,85.15,53,0,12.41
544,The Valley,AI,2021-04-11 20:15:27,18.217,-63.0578,80.6,57,20,11.5
545,Penarroya-Pueblonuevo,ES,2021-04-11 20:17:42,38.3,-5.2667,60.8,72,0,5.75
546,Svetlyy,RU,2021-04-11 20:17:43,54.675,20.1347,53.6,58,0,6.71
547,Fernie,CA,2021-04-11 20:17:43,49.5,-115.0687,33.8,86,100,5.75
548,Grand Gaube,MU,2021-04-11 20:09:16,-20.0064,57.6608,78.01,81,100,3.0
549,Acara,BR,2021-04-11 20:17:43,-1.9608,-48.1967,82.89,78,44,3.83
550,Birao,CF,2021-04-11 20:17:44,10.2849,22.7882,83.35,12,100,6.4
551,Bonavista,CA,2021-04-11 20:08:41,48.6499,-53.1147,35.6,100,100,8.05
552,Acapulco,MX,2021-04-11 20:09:07,16.8634,-99.8901,84.2,65,1,12.66
553,Mackay,AU,2021-04-11 20:17:45,-21.15,149.2,69.8,73,40,5.75
554,Payao,PH,2021-04-11 20:17:45,10.1833,122.95,77.09,81,87,4.81
555,Bay Saint Louis,US,2021-04-11 20:17:45,30.3088,-89.33,78.8,36,1,4.61
556,Yulara,AU,2021-04-11 20:08:50,-25.2406,130.9889,59.0,51,8,9.22
557,Neepawa,CA,2021-04-11 20:17:46,50.2289,-99.4664,53.6,47,75,26.46
558,Tazovskiy,RU,2021-04-11 20:14:46,67.4667,78.7,30.97,97,100,17.27
559,Ballina,AU,2021-04-11 20:15:11,-28.8667,153.5667,59.0,47,90,8.05
560,Koulamoutou,GA,2021-04-11 20:17:46,-1.1303,12.4736,71.91,95,49,2.33
561,Iquitos,PE,2021-04-11 20:17:47,-3.7481,-73.2472,89.6,58,40,3.44
562,Soyo,AO,2021-04-11 20:14:01,-6.1349,12.3689,80.2,80,59,2.91
563,Lazaro Cardenas,MX,2021-04-11 20:15:12,17.9583,-102.2,83.17,56,1,12.28
564,Pimentel,PE,2021-04-11 20:17:47,-6.8367,-79.9342,77.0,61,0,19.57
565,Kankon,IN,2021-04-11 20:17:48,15.0167,74.0167,80.6,69,40,1.14
566,Timmins,CA,2021-04-11 20:17:19,48.4669,-81.3331,71.6,40,90,16.11
567,Bago,MM,2021-04-11 20:16:18,17.3367,96.4797,80.6,83,40,3.44
568,Nacala,MZ,2021-04-11 20:17:49,-14.5428,40.6728,75.47,88,100,6.64
569,Kristiansund,NO,2021-04-11 20:17:49,63.1115,7.732,37.4,70,2,11.5
570,Antananarivo,MG,2021-04-11 20:17:50,-18.9137,47.5361,64.4,88,20,4.61
571,Chazuta,PE,2021-04-11 20:17:50,-6.5742,-76.1367,91.4,55,40,4.61
